it_companies_stock.symbol	it_companies_stock.series	it_companies_stock.open	it_companies_stock.high	it_companies_stock.low	it_companies_stock.close	it_companies_stock.last	it_companies_stock.prevclose	it_companies_stock.tottrdqty	it_companies_stock.tottrval	it_companies_stock.mydate	it_companies_stock.totaltrades	it_companies_stock.isin
HCLTECH	EQ	844.0	855.35	838.5	846.25	846.0	841.2	1117527	9.4941504205E8	2016-04-21	41235	INE860A01027
INFY	EQ	1251.0	1251.0	1218.1	1226.3	1226.8	1243.6	2720550	3.35040972855E9	2016-04-21	97218	INE009A01021
NIITTECH	EQ	507.65	518.3	500.0	500.45	503.95	503.15	397822	2.004262221E8	2016-04-21	3754	INE591G01017
TCS	EQ	2451.0	2467.4	2412.2	2424.4	2418.2	2450.35	1262862	3.08167310625E9	2016-04-21	64118	INE467B01029
TECHM	EQ	484.0	486.5	474.1	476.35	475.0	483.55	1179377	5.67366101E8	2016-04-21	57643	INE669C01036
WIPRO	EQ	570.0	575.65	556.85	558.85	557.3	601.25	5808173	3.2764388486E9	2016-04-21	145567	INE075A01022
HCLTECH	EQ	718.0	727.0	713.0	723.15	721.5	714.7	3575454	2.58383533195E9	2016-05-13	69072	INE860A01027
INFY	EQ	1206.0	1210.0	1192.15	1207.25	1208.0	1210.0	2826032	3.39814190445E9	2016-05-13	81828	INE009A01021
TATAELXSI	EQ	1906.25	1928.0	1881.0	1904.15	1904.0	1905.5	394052	7.508409742E8	2016-05-13	18436	INE670A01012
TCS	EQ	2565.0	2566.0	2510.15	2523.4	2525.0	2566.2	810865	2.05171877845E9	2016-05-13	36862	INE467B01029
TECHM	EQ	482.0	483.5	476.2	479.8	479.35	481.2	1078921	5.181376768E8	2016-05-13	11584	INE669C01036
WIPRO	EQ	542.7	542.7	537.0	539.65	540.0	542.3	849097	4.57533309E8	2016-05-13	14495	INE075A01022
HCLTECH	EQ	732.95	732.95	721.0	722.6	721.05	732.9	3068239	2.2252766534E9	2016-05-06	72632	INE860A01027
INFY	EQ	1189.8	1189.8	1177.05	1181.5	1179.0	1192.45	1298360	1.5345518474E9	2016-05-06	54186	INE009A01021
MINDTREE	EQ	666.8	669.0	658.0	659.0	660.0	664.0	425881	2.820557834E8	2016-05-06	12721	INE018I01017
NIITTECH	EQ	463.4	494.7	455.0	487.6	483.0	460.65	1692465	8.1307520445E8	2016-05-06	41753	INE591G01017
TATAELXSI	EQ	1836.8	1868.7	1825.0	1835.7	1838.0	1837.3	328459	6.066827816E8	2016-05-06	16523	INE670A01012
TCS	EQ	2465.0	2484.3	2431.0	2473.4	2479.0	2470.3	442799	1.08777864555E9	2016-05-06	29141	INE467B01029
TECHM	EQ	475.2	479.0	470.4	473.05	472.4	479.35	948747	4.486959954E8	2016-05-06	17554	INE669C01036
WIPRO	EQ	546.7	546.7	531.6	533.1	531.95	543.1	1288204	6.9012520995E8	2016-05-06	27147	INE075A01022
DATAMATICS	EQ	51.95	56.5	51.95	55.65	55.6	51.2	314081	1.726530065E7	2016-03-29	2866	INE365B01017
HCLTECH	EQ	814.6	816.2	799.9	806.8	807.0	810.65	2531685	2.04252911565E9	2016-03-29	58465	INE860A01027
INFY	EQ	1199.0	1218.9	1191.55	1197.25	1195.0	1204.9	3497678	4.2164172121E9	2016-03-29	91763	INE009A01021
MINDTREE	EQ	624.4	627.2	603.95	616.1	616.85	626.65	911848	5.594156937E8	2016-03-29	53328	INE018I01017
TATAELXSI	EQ	1887.0	1894.5	1828.1	1837.45	1832.15	1892.95	421366	7.809397212E8	2016-03-29	20312	INE670A01012
TCS	EQ	2478.0	2486.95	2455.0	2469.4	2462.4	2473.4	919398	2.27320529365E9	2016-03-29	32196	INE467B01029
TECHM	EQ	475.1	479.85	464.0	467.6	466.55	474.7	2044000	9.635288165E8	2016-03-29	39916	INE669C01036
WIPRO	EQ	557.0	559.0	548.0	553.15	550.85	556.15	1503438	8.290833586E8	2016-03-29	39226	INE075A01022
HCLTECH	EQ	790.0	800.85	782.0	784.55	784.55	792.35	2367829	1.8683186548E9	2016-08-17	95093	INE860A01027
INFY	EQ	1049.95	1052.65	1030.5	1033.3	1034.4	1051.8	3299658	3.4243347241E9	2016-08-17	134252	INE009A01021
MINDTREE	EQ	570.0	570.0	561.25	566.35	569.7	569.15	453471	2.5627630005E8	2016-08-17	19026	INE018I01017
TCS	EQ	2699.0	2699.0	2618.0	2624.55	2628.0	2691.7	924283	2.44153713985E9	2016-08-17	68405	INE467B01029
TECHM	EQ	483.1	487.0	472.2	474.65	473.95	482.95	913427	4.3697134375E8	2016-08-17	31415	INE669C01036
WIPRO	EQ	536.7	538.15	526.6	527.8	527.8	536.5	993836	5.273635938E8	2016-08-17	26315	INE075A01022
HCLTECH	EQ	785.85	804.9	781.15	800.75	799.55	780.45	4700089	3.7306829545E9	2016-08-02	80878	INE860A01027
INFY	EQ	1079.9	1085.0	1075.0	1083.8	1085.0	1085.25	3411251	3.683561727E9	2016-08-02	74776	INE009A01021
MINDTREE	EQ	604.95	618.0	603.05	612.95	613.0	601.6	705444	4.3236329E8	2016-08-02	33137	INE018I01017
TCS	EQ	2702.9	2715.7	2689.8	2699.2	2703.8	2708.25	1289081	3.4839353822E9	2016-08-02	101312	INE467B01029
TECHM	EQ	486.0	509.7	485.1	499.2	498.3	490.15	4792350	2.3983225614E9	2016-08-02	74540	INE669C01036
WIPRO	EQ	558.0	559.0	548.0	549.6	551.0	557.7	1165562	6.4228197E8	2016-08-02	33902	INE075A01022
HCLTECH	EQ	765.0	779.5	755.2	758.35	759.0	763.85	1077860	8.262792334E8	2016-11-21	42075	INE860A01027
INFY	EQ	926.9	926.9	906.95	911.1	914.0	920.0	3970284	3.64774338225E9	2016-11-21	129057	INE009A01021
MINDTREE	EQ	442.25	444.9	431.0	441.8	444.4	442.25	411678	1.8119912185E8	2016-11-21	19599	INE018I01017
TCS	EQ	2126.2	2140.0	2105.0	2132.9	2130.0	2125.1	896683	1.90865529455E9	2016-11-21	63995	INE467B01029
TECHM	EQ	445.9	452.0	440.9	447.15	446.0	445.3	2718966	1.2188658436E9	2016-11-21	47048	INE669C01036
WIPRO	EQ	437.5	443.75	437.2	441.8	441.5	437.15	1670546	7.388376788E8	2016-11-21	31174	INE075A01022
HCLTECH	EQ	768.5	775.8	766.2	770.1	770.0	770.65	1466470	1.1298563718E9	2016-06-21	61398	INE860A01027
INFY	EQ	1211.2	1214.8	1195.65	1206.1	1206.5	1208.75	2380862	2.8680138512E9	2016-06-21	57770	INE009A01021
MINDTREE	EQ	644.95	668.0	644.65	657.7	655.0	639.8	736685	4.8574323785E8	2016-06-21	29946	INE018I01017
TCS	EQ	2663.5	2665.0	2641.4	2651.2	2646.0	2659.3	513845	1.3617284326E9	2016-06-21	28193	INE467B01029
TECHM	EQ	543.9	544.3	533.0	535.0	534.6	544.3	1344360	7.221841033E8	2016-06-21	34402	INE669C01036
WIPRO	EQ	557.7	562.85	553.4	561.0	561.05	557.05	989444	5.533273294E8	2016-06-21	19509	INE075A01022
HCLTECH	EQ	822.0	831.65	795.0	813.25	816.0	824.65	1547030	1.2642164301E9	2016-02-29	49703	INE860A01027
INFY	EQ	1129.5	1130.4	1068.3	1084.05	1085.55	1121.15	4083038	4.47346943635E9	2016-02-29	95756	INE009A01021
TATAELXSI	EQ	1672.0	1730.0	1595.0	1694.25	1699.2	1682.35	1344951	2.230841076E9	2016-02-29	68515	INE670A01012
TCS	EQ	2237.0	2237.0	2115.0	2176.8	2172.0	2210.5	1095859	2.39439868165E9	2016-02-29	47672	INE467B01029
TECHM	EQ	417.5	424.0	407.4	415.55	415.85	417.75	1555018	6.467659936E8	2016-02-29	41519	INE669C01036
WIPRO	EQ	529.0	531.85	507.9	520.25	521.0	530.5	2079616	1.081685608E9	2016-02-29	37307	INE075A01022
HCLTECH	EQ	806.0	813.7	799.3	805.3	808.35	806.05	823680	6.649203264E8	2016-11-29	33410	INE860A01027
INFY	EQ	978.8	984.7	967.1	972.6	973.45	979.75	3062753	2.9917178372E9	2016-11-29	84322	INE009A01021
TATAELXSI	EQ	1266.0	1276.7	1240.15	1254.2	1256.8	1259.35	460367	5.7771374755E8	2016-11-29	20524	INE670A01012
TCS	EQ	2275.0	2292.0	2252.55	2259.85	2263.0	2282.6	721148	1.63800186835E9	2016-11-29	60419	INE467B01029
TECHM	EQ	489.4	494.4	481.3	483.85	486.05	489.35	2029150	9.9043068795E8	2016-11-29	55219	INE669C01036
WIPRO	EQ	461.4	466.5	460.5	465.15	464.3	460.6	625064	2.9059919235E8	2016-11-29	18884	INE075A01022
HCLTECH	EQ	715.7	729.95	708.0	728.45	728.95	713.2	2483234	1.7864905237E9	2016-06-29	65712	INE860A01027
INFY	EQ	1169.0	1179.9	1160.2	1176.85	1177.0	1159.15	2729575	3.19259435345E9	2016-06-29	91172	INE009A01021
TCS	EQ	2475.0	2512.5	2465.3	2502.9	2500.0	2463.95	1265632	3.1503115538E9	2016-06-29	64129	INE467B01029
TECHM	EQ	504.5	507.25	499.3	504.95	505.1	501.0	1209538	6.0838175275E8	2016-06-29	32794	INE669C01036
WIPRO	EQ	544.4	557.0	542.0	554.55	555.6	542.4	936348	5.153089896E8	2016-06-29	35735	INE075A01022
HCLTECH	EQ	735.0	736.8	730.0	731.7	730.0	730.45	1011883	7.415487398E8	2016-07-01	50053	INE860A01027
INFY	EQ	1180.0	1180.0	1170.1	1172.4	1171.05	1170.8	1995956	2.3440426445E9	2016-07-01	83613	INE009A01021
NIITTECH	EQ	517.0	523.0	513.2	516.95	517.0	512.75	620137	3.2189067515E8	2016-07-01	12974	INE591G01017
TATAELXSI	EQ	1705.55	1771.0	1705.05	1749.95	1755.0	1697.0	449454	7.8673495335E8	2016-07-01	19239	INE670A01012
TCS	EQ	2562.0	2564.6	2494.35	2500.85	2498.75	2553.1	1098648	2.775910959E9	2016-07-01	55236	INE467B01029
TECHM	EQ	508.2	516.55	506.3	511.4	510.0	505.75	715389	3.6636484965E8	2016-07-01	13712	INE669C01036
WIPRO	EQ	559.75	565.0	557.05	558.9	558.0	557.95	538677	3.023118229E8	2016-07-01	13275	INE075A01022
HCLTECH	EQ	721.5	729.9	719.6	728.25	729.5	720.0	1084386	7.873547895E8	2016-07-14	26849	INE860A01027
INFY	EQ	1195.0	1196.05	1164.0	1176.25	1177.65	1193.8	3706664	4.3724398972E9	2016-07-14	102739	INE009A01021
TCS	EQ	2486.0	2529.0	2471.0	2521.9	2520.0	2493.1	1349994	3.3837027124E9	2016-07-14	66642	INE467B01029
TECHM	EQ	506.95	519.5	506.5	518.15	517.7	506.55	753846	3.880068808E8	2016-07-14	20218	INE669C01036
WIPRO	EQ	569.55	573.95	565.5	570.6	569.25	573.95	508871	2.904344348E8	2016-07-14	19107	INE075A01022
HCLTECH	EQ	838.0	850.95	831.9	839.25	841.0	835.25	1009239	8.4967531295E8	2016-01-22	35195	INE860A01027
INFY	EQ	1148.1	1152.5	1131.0	1136.25	1140.0	1137.05	3218009	3.66687962835E9	2016-01-22	106108	INE009A01021
NIITTECH	EQ	492.0	494.0	473.0	480.65	481.5	489.6	408483	1.9630341855E8	2016-01-22	18256	INE591G01017
TATAELXSI	EQ	1741.0	1779.9	1725.0	1758.3	1758.0	1713.4	463009	8.151193498E8	2016-01-22	21458	INE670A01012
TCS	EQ	2273.0	2302.05	2260.0	2295.75	2290.0	2254.5	671589	1.538122117E9	2016-01-22	65671	INE467B01029
TECHM	EQ	513.0	516.75	503.7	514.25	516.0	507.35	894565	4.5622961075E8	2016-01-22	27767	INE669C01036
WIPRO	EQ	555.7	555.7	547.1	550.1	550.6	550.8	833487	4.5860456925E8	2016-01-22	19253	INE075A01022
HCLTECH	EQ	828.0	828.0	815.2	822.55	824.9	824.15	1658201	1.3586764782E9	2016-03-21	49881	INE860A01027
INFY	EQ	1188.0	1199.0	1180.05	1194.9	1192.7	1193.4	2569196	3.05691250125E9	2016-03-21	85237	INE009A01021
MINDTREE	EQ	654.0	672.95	654.0	667.85	667.95	666.15	505661	3.3848093265E8	2016-03-21	16991	INE018I01017
TATAELXSI	EQ	1925.0	1969.7	1921.05	1950.25	1948.9	1918.25	559257	1.08970763485E9	2016-03-21	24866	INE670A01012
TCS	EQ	2426.0	2454.95	2420.0	2446.25	2449.05	2425.85	1168491	2.8449189422E9	2016-03-21	68915	INE467B01029
TECHM	EQ	492.45	498.4	486.0	490.1	491.75	492.45	1653354	8.105948636E8	2016-03-21	48268	INE669C01036
WIPRO	EQ	554.4	562.4	541.8	556.45	559.4	551.25	1104727	6.0677895775E8	2016-03-21	26344	INE075A01022
HCLTECH	EQ	794.0	794.0	747.2	750.3	750.25	799.9	8989331	6.82568850155E9	2016-04-29	191352	INE860A01027
INFY	EQ	1211.45	1223.55	1205.0	1208.1	1206.2	1209.15	2518205	3.0510205318E9	2016-04-29	103524	INE009A01021
TATAELXSI	EQ	1913.0	1947.0	1862.9	1909.4	1910.0	1911.1	1013406	1.9290599506E9	2016-04-29	48418	INE670A01012
TCS	EQ	2517.0	2542.0	2510.0	2535.5	2540.1	2527.75	1186089	2.9998744389E9	2016-04-29	78355	INE467B01029
TECHM	EQ	477.0	489.0	476.0	486.15	484.5	480.15	2295767	1.1113275673E9	2016-04-29	57739	INE669C01036
WIPRO	EQ	555.0	556.8	548.35	554.35	552.5	553.1	1280679	7.0913379455E8	2016-04-29	53820	INE075A01022
HCLTECH	EQ	786.95	787.5	779.1	784.55	783.0	783.8	1131826	8.868840205E8	2016-09-02	41301	INE860A01027
INFY	EQ	1039.05	1040.0	1026.2	1031.85	1030.0	1037.55	1666296	1.72087254985E9	2016-09-02	67456	INE009A01021
MINDTREE	EQ	552.7	553.9	546.1	548.85	548.0	553.75	386267	2.118335637E8	2016-09-02	11511	INE018I01017
TCS	EQ	2512.0	2519.4	2496.05	2514.8	2511.0	2507.5	871165	2.1866188325E9	2016-09-02	54628	INE467B01029
TECHM	EQ	469.95	474.2	465.95	471.85	471.0	469.15	1070131	5.0339733755E8	2016-09-02	31984	INE669C01036
WIPRO	EQ	484.0	485.55	479.3	483.6	484.5	483.95	1614602	7.7979095605E8	2016-09-02	29473	INE075A01022
HCLTECH	EQ	839.05	855.4	833.15	849.8	850.95	845.1	1128563	9.533924781E8	2016-04-26	33252	INE860A01027
INFY	EQ	1215.45	1239.55	1208.6	1232.15	1230.15	1215.85	2923372	3.5873194566E9	2016-04-26	91684	INE009A01021
MINDTREE	EQ	693.05	715.8	688.3	707.35	706.85	698.5	511423	3.6132749415E8	2016-04-26	19277	INE018I01017
TATAELXSI	EQ	1944.0	2016.0	1928.7	2000.8	2011.0	1940.9	677396	1.3383514528E9	2016-04-26	32944	INE670A01012
TCS	EQ	2449.0	2493.5	2442.0	2489.8	2488.0	2451.25	1277184	3.1592546313E9	2016-04-26	76806	INE467B01029
TECHM	EQ	472.2	477.0	465.7	475.5	477.0	472.0	1123091	5.3089663965E8	2016-04-26	35228	INE669C01036
WIPRO	EQ	552.4	558.0	550.2	554.45	555.1	552.45	1810782	1.0028686056E9	2016-04-26	38752	INE075A01022
HCLTECH	EQ	814.35	832.0	814.0	824.65	826.0	808.75	1023912	8.447707841E8	2016-02-26	28241	INE860A01027
INFY	EQ	1120.15	1132.0	1116.0	1121.15	1122.1	1110.3	2117818	2.3753370636E9	2016-02-26	114603	INE009A01021
NIITTECH	EQ	450.0	453.0	421.5	425.4	423.3	444.85	339228	1.4615025745E8	2016-02-26	12554	INE591G01017
TATAELXSI	EQ	1805.0	1829.0	1656.0	1682.35	1680.0	1770.45	1515713	2.6118623464E9	2016-02-26	75023	INE670A01012
TCS	EQ	2229.7	2256.9	2199.6	2210.5	2219.9	2212.85	768768	1.7051536935E9	2016-02-26	37353	INE467B01029
TECHM	EQ	419.25	424.95	411.3	417.75	416.0	416.3	1912583	7.9922734175E8	2016-02-26	41391	INE669C01036
WIPRO	EQ	540.2	541.9	526.7	530.5	530.0	533.85	984483	5.2323879305E8	2016-02-26	22243	INE075A01022
DATAMATICS	EQ	68.75	79.9	66.2	78.7	77.8	68.15	1102746	8.469915965E7	2016-08-05	9512	INE365B01017
HCLTECH	EQ	824.8	831.45	817.3	821.75	820.6	823.85	1300356	1.07195495685E9	2016-08-05	54692	INE860A01027
INFY	EQ	1072.0	1073.45	1060.0	1068.0	1065.05	1071.8	2804984	2.9925342859E9	2016-08-05	98969	INE009A01021
TCS	EQ	2673.9	2684.3	2632.0	2649.1	2643.45	2652.0	934242	2.482521653E9	2016-08-05	62736	INE467B01029
TECHM	EQ	502.0	507.5	493.3	495.05	495.25	499.95	1681614	8.392751067E8	2016-08-05	47206	INE669C01036
WIPRO	EQ	545.95	552.5	545.6	547.2	546.25	548.2	582867	3.197187957E8	2016-08-05	24055	INE075A01022
HCLTECH	EQ	816.75	820.0	805.55	818.15	817.95	816.85	1152698	9.401657619E8	2016-08-10	27158	INE860A01027
INFY	EQ	1076.0	1087.9	1075.2	1082.35	1079.95	1083.4	2788227	3.0139681789E9	2016-08-10	72781	INE009A01021
MINDTREE	EQ	597.0	598.0	565.1	572.3	570.0	596.55	607829	3.5252321435E8	2016-08-10	25006	INE018I01017
NIITTECH	EQ	407.1	424.4	405.05	407.3	407.0	414.8	399837	1.6557242325E8	2016-08-10	12551	INE591G01017
TCS	EQ	2651.0	2682.0	2648.0	2675.4	2676.0	2650.2	1031039	2.7548079461E9	2016-08-10	61590	INE467B01029
TECHM	EQ	504.0	504.0	491.5	497.2	497.05	502.5	1326514	6.592156244E8	2016-08-10	22217	INE669C01036
WIPRO	EQ	550.0	551.0	540.05	542.65	541.05	551.35	631833	3.4490816345E8	2016-08-10	29120	INE075A01022
DATAMATICS	EQ	120.4	124.7	117.55	119.95	119.8	122.1	2477263	3.005823265E8	2016-12-23	24388	INE365B01017
HCLTECH	EQ	816.0	816.0	791.0	793.75	797.25	817.1	1452634	1.1624628664E9	2016-12-23	37147	INE860A01027
INFY	EQ	984.9	1006.6	973.6	988.45	988.25	984.7	3653018	3.61621197435E9	2016-12-23	87394	INE009A01021
MINDTREE	EQ	497.85	507.5	495.0	496.9	497.0	495.4	644215	3.2338499195E8	2016-12-23	20381	INE018I01017
NIITTECH	EQ	432.5	433.3	427.85	429.9	429.0	432.75	321306	1.381664456E8	2016-12-23	3602	INE591G01017
TATAELXSI	EQ	1351.25	1351.95	1310.0	1323.35	1327.0	1358.35	577251	7.646430615E8	2016-12-23	21758	INE670A01012
TCS	EQ	2300.0	2317.75	2278.8	2288.1	2285.0	2307.7	559477	1.28412690525E9	2016-12-23	42554	INE467B01029
TECHM	EQ	474.0	477.45	465.25	467.1	467.15	473.95	942216	4.425118696E8	2016-12-23	36595	INE669C01036
WIPRO	EQ	464.65	465.0	455.4	458.75	459.05	461.7	672211	3.0836004865E8	2016-12-23	19383	INE075A01022
DATAMATICS	EQ	86.7	92.75	86.2	90.8	90.8	85.75	483513	4.368334365E7	2016-10-24	4280	INE365B01017
HCLTECH	EQ	831.25	836.9	808.65	810.65	811.0	831.75	1707222	1.3861315435E9	2016-10-24	53775	INE860A01027
INFY	EQ	1037.5	1042.7	1025.5	1027.1	1027.6	1038.3	1451487	1.49547800975E9	2016-10-24	44094	INE009A01021
MINDTREE	EQ	460.0	465.5	451.55	456.0	453.5	479.0	3054170	1.39808525025E9	2016-10-24	57544	INE018I01017
NIITTECH	EQ	433.5	436.2	426.0	428.05	427.0	428.25	339719	1.4564805215E8	2016-10-24	6904	INE591G01017
TCS	EQ	2428.2	2434.9	2402.55	2427.7	2433.0	2428.65	626595	1.5163510951E9	2016-10-24	27061	INE467B01029
TECHM	EQ	436.0	438.5	427.6	429.15	429.1	434.1	2292196	9.9473565155E8	2016-10-24	28544	INE669C01036
WIPRO	EQ	490.0	490.0	477.6	483.95	484.1	499.2	3483647	1.680033598E9	2016-10-24	76988	INE075A01022
HCLTECH	EQ	789.8	792.4	780.1	785.8	785.0	784.55	1541722	1.2140584232E9	2016-08-18	86181	INE860A01027
INFY	EQ	1036.5	1039.1	1021.5	1023.4	1023.0	1033.3	4217000	4.33834357535E9	2016-08-18	113563	INE009A01021
MINDTREE	EQ	570.05	574.3	562.55	564.75	563.85	566.35	535152	3.035516439E8	2016-08-18	32049	INE018I01017
NIITTECH	EQ	408.0	417.65	407.55	415.2	417.5	407.75	336978	1.3948128145E8	2016-08-18	14843	INE591G01017
TCS	EQ	2635.0	2657.55	2630.1	2638.55	2631.0	2624.55	646032	1.7111066031E9	2016-08-18	47877	INE467B01029
TECHM	EQ	477.65	478.7	468.25	469.5	469.0	474.65	1005420	4.760676786E8	2016-08-18	32629	INE669C01036
WIPRO	EQ	529.95	530.05	523.2	525.1	523.45	527.8	909700	4.779941727E8	2016-08-18	28591	INE075A01022
HCLTECH	EQ	722.5	724.0	716.6	720.0	720.0	721.35	3356550	2.4175448182E9	2016-07-13	32637	INE860A01027
INFY	EQ	1180.0	1195.8	1175.2	1193.8	1192.3	1176.55	2637710	3.1287272456E9	2016-07-13	73207	INE009A01021
TCS	EQ	2478.0	2499.25	2451.25	2493.1	2485.0	2464.95	1051150	2.61273573635E9	2016-07-13	45710	INE467B01029
TECHM	EQ	509.0	511.5	504.95	506.55	507.4	507.2	1194115	6.0516340795E8	2016-07-13	20007	INE669C01036
WIPRO	EQ	573.9	577.8	569.8	573.95	572.9	570.8	1057197	6.0574196695E8	2016-07-13	22245	INE075A01022
HCLTECH	EQ	724.0	733.0	718.25	721.4	719.2	722.6	3692451	2.67874668975E9	2016-05-09	82125	INE860A01027
INFY	EQ	1182.0	1201.55	1180.6	1199.05	1199.85	1181.5	2561839	3.0561242047E9	2016-05-09	81316	INE009A01021
MINDTREE	EQ	660.5	666.0	650.1	657.15	656.0	659.0	446569	2.93193151E8	2016-05-09	21575	INE018I01017
TCS	EQ	2473.4	2518.0	2456.4	2512.55	2514.6	2473.4	910638	2.27588533445E9	2016-05-09	50476	INE467B01029
TECHM	EQ	475.1	480.65	474.0	478.6	478.85	473.05	827632	3.9534413155E8	2016-05-09	26389	INE669C01036
WIPRO	EQ	532.95	540.1	531.5	539.0	539.75	533.1	1004280	5.3891707005E8	2016-05-09	24523	INE075A01022
HCLTECH	EQ	847.5	858.9	836.85	838.7	839.4	839.25	1095067	9.2706977225E8	2016-01-25	65774	INE860A01027
INFY	EQ	1140.25	1146.85	1124.55	1137.65	1141.0	1136.25	2289631	2.6015518352E9	2016-01-25	78546	INE009A01021
NIITTECH	EQ	485.4	517.9	475.0	511.55	512.0	480.65	404387	2.0267651445E8	2016-01-25	19264	INE591G01017
TATAELXSI	EQ	1778.0	1858.8	1773.0	1826.75	1839.0	1758.3	637904	1.1657201018E9	2016-01-25	33090	INE670A01012
TCS	EQ	2301.9	2339.0	2291.5	2304.65	2301.7	2295.75	698780	1.61951816925E9	2016-01-25	63300	INE467B01029
TECHM	EQ	517.0	523.75	513.5	514.55	514.65	514.25	689789	3.571611577E8	2016-01-25	17952	INE669C01036
WIPRO	EQ	547.9	549.8	543.8	547.05	547.0	550.1	795530	4.349649608E8	2016-01-25	20444	INE075A01022
HCLTECH	EQ	741.0	741.0	715.75	717.1	717.3	738.4	3432568	2.4695445822E9	2016-07-07	123012	INE860A01027
INFY	EQ	1168.7	1171.0	1155.0	1157.25	1160.0	1175.45	2977438	3.4536318603E9	2016-07-07	131833	INE009A01021
TCS	EQ	2487.7	2491.85	2425.0	2429.8	2428.0	2485.3	1658400	4.06658866955E9	2016-07-07	99668	INE467B01029
TECHM	EQ	512.8	515.0	503.5	504.55	504.5	515.25	1036078	5.2357930005E8	2016-07-07	26332	INE669C01036
WIPRO	EQ	567.0	567.95	557.55	559.6	560.0	564.95	1427629	7.990347405E8	2016-07-07	36594	INE075A01022
HCLTECH	EQ	718.0	723.3	716.05	721.35	722.35	716.8	1614918	1.16093961315E9	2016-07-12	51833	INE860A01027
INFY	EQ	1180.0	1180.35	1168.0	1176.55	1176.0	1175.05	3098684	3.6384037109E9	2016-07-12	90016	INE009A01021
TCS	EQ	2471.7	2475.0	2435.85	2464.95	2463.5	2464.15	732768	1.80024950305E9	2016-07-12	45288	INE467B01029
TECHM	EQ	509.15	511.9	505.0	507.2	505.1	508.4	931824	4.730841438E8	2016-07-12	21848	INE669C01036
WIPRO	EQ	566.5	571.9	565.0	570.8	571.0	568.85	656044	3.73362634E8	2016-07-12	19445	INE075A01022
HCLTECH	EQ	785.0	794.4	779.6	781.85	779.65	785.8	1309172	1.0265286196E9	2016-08-19	57471	INE860A01027
INFY	EQ	1030.0	1039.0	1018.45	1021.3	1022.15	1023.4	2843008	2.9192221952E9	2016-08-19	132229	INE009A01021
NIITTECH	EQ	420.0	423.8	418.35	420.8	419.15	415.2	450909	1.8985729125E8	2016-08-19	16775	INE591G01017
TCS	EQ	2640.0	2646.45	2600.0	2603.5	2602.6	2638.55	1208122	3.15402823545E9	2016-08-19	59756	INE467B01029
TECHM	EQ	470.0	477.2	470.0	473.2	473.1	469.5	3664586	1.7330414658E9	2016-08-19	22539	INE669C01036
WIPRO	EQ	526.9	529.8	519.05	520.1	519.9	525.1	1031960	5.3941018215E8	2016-08-19	29684	INE075A01022
DATAMATICS	EQ	91.5	95.0	90.1	90.75	90.55	90.8	564021	5.208679855E7	2016-10-25	4107	INE365B01017
HCLTECH	EQ	806.75	811.5	802.5	804.55	803.5	810.65	1734565	1.39750384955E9	2016-10-25	78941	INE860A01027
INFY	EQ	1036.5	1038.9	1015.2	1017.2	1017.35	1027.1	2818007	2.88123344315E9	2016-10-25	80752	INE009A01021
MINDTREE	EQ	456.05	458.4	450.5	454.9	455.5	456.0	1282622	5.824762298E8	2016-10-25	17536	INE018I01017
TCS	EQ	2405.0	2414.6	2381.0	2398.45	2400.0	2427.7	886233	2.12786631435E9	2016-10-25	40428	INE467B01029
TECHM	EQ	431.0	437.75	429.3	434.05	432.95	429.15	1684650	7.303369006E8	2016-10-25	68413	INE669C01036
WIPRO	EQ	484.0	484.6	479.2	481.4	482.4	483.95	3487360	1.67662876925E9	2016-10-25	47490	INE075A01022
INFY	EQ	1001.0	1005.95	999.8	1002.1	1002.4	997.5	319036	3.197182607E8	2016-10-30	14192	INE009A01021
TECHM	EQ	436.5	445.0	436.0	439.7	440.5	435.65	491631	2.161815348E8	2016-10-30	7691	INE669C01036
HCLTECH	EQ	790.0	798.2	781.9	789.05	789.0	786.35	1883283	1.4922974365E9	2016-09-19	57886	INE860A01027
INFY	EQ	1046.0	1068.9	1041.35	1061.2	1060.6	1060.15	2904577	3.08348888805E9	2016-09-19	70094	INE009A01021
MINDTREE	EQ	515.0	515.45	505.0	505.25	507.4	512.2	1612032	8.1619910055E8	2016-09-19	12949	INE018I01017
TCS	EQ	2365.0	2427.0	2350.0	2411.45	2411.0	2361.7	1401273	3.3715145104E9	2016-09-19	71497	INE467B01029
TECHM	EQ	468.2	474.7	464.35	466.6	466.45	465.3	1134564	5.3362264E8	2016-09-19	30507	INE669C01036
WIPRO	EQ	480.0	481.95	476.2	479.95	481.5	479.4	2118736	1.0154313708E9	2016-09-19	29431	INE075A01022
HCLTECH	EQ	849.5	855.9	831.05	837.55	834.85	849.8	2275086	1.91014823455E9	2016-04-27	54966	INE860A01027
INFY	EQ	1229.2	1242.35	1228.55	1240.15	1239.15	1232.15	2243104	2.77449172915E9	2016-04-27	110848	INE009A01021
TATAELXSI	EQ	2026.0	2065.0	2026.0	2041.25	2040.0	2000.8	728958	1.49194890095E9	2016-04-27	32519	INE670A01012
TCS	EQ	2480.0	2514.6	2475.9	2511.1	2511.5	2489.8	924335	2.31298075975E9	2016-04-27	58165	INE467B01029
TECHM	EQ	477.0	484.1	473.4	479.25	480.0	475.5	955123	4.588625354E8	2016-04-27	18792	INE669C01036
